lead_id,customer_id,lead_source_id,employee_id,country_id,lead_created_date,converted_to_account,converted_to_sale,converted_to_installation,days_to_account,days_to_sale,days_to_installation,lead_quality_score,created_at
51652,CUST-11652,1,U1011,3,2022-04-13,1,1,1,84.0,84.0,0.0,0.906667,2026-05-24 06:07:05.471695
51653,CUST-11653,2,U1017,3,2023-01-06,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51654,CUST-11654,1,U1014,3,2023-01-16,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51655,CUST-11655,5,U1003,1,2024-01-10,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51656,CUST-11656,7,U1003,3,2023-11-24,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51657,CUST-11657,2,U1003,2,2023-10-26,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51658,CUST-11658,6,U1014,3,2022-06-25,1,1,1,0.0,0.0,22.0,1.0,2026-05-24 06:07:05.471695
51659,CUST-11659,6,U1003,1,2024-02-21,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51660,CUST-11660,8,U1017,2,2023-03-12,1,1,1,0.0,0.0,104.0,1.0,2026-05-24 06:07:05.471695
51661,CUST-11661,4,U1017,1,2022-04-13,1,1,1,40.0,40.0,170.0,0.955556,2026-05-24 06:07:05.471695
51662,CUST-11662,5,U1014,1,2022-04-26,1,1,1,229.0,229.0,98.0,0.9,2026-05-24 06:07:05.471695
51663,CUST-11663,3,U1011,2,2024-03-25,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51664,CUST-11664,8,U1003,1,2022-02-01,1,1,1,170.0,170.0,150.0,0.9,2026-05-24 06:07:05.471695
51665,CUST-11665,6,U1011,2,2023-11-22,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51666,CUST-11666,4,U1011,1,2023-03-25,1,1,1,0.0,0.0,56.0,1.0,2026-05-24 06:07:05.471695
51667,CUST-11667,1,U1011,1,2022-11-19,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51668,CUST-11668,5,U1011,2,2023-05-08,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51669,CUST-11669,6,U1016,2,2022-06-20,1,1,1,249.0,249.0,207.0,0.9,2026-05-24 06:07:05.471695
51670,CUST-11670,3,U1014,3,2022-06-19,1,1,1,133.0,133.0,29.0,0.9,2026-05-24 06:07:05.471695
51671,CUST-11671,7,U1014,1,2023-05-15,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51672,CUST-11672,1,U1017,1,2022-11-07,1,1,1,47.0,47.0,0.0,0.947778,2026-05-24 06:07:05.471695
51673,CUST-11673,3,U1014,1,2022-12-07,1,1,1,348.0,348.0,88.0,0.9,2026-05-24 06:07:05.471695
51674,CUST-11674,6,U1016,3,2023-05-30,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51675,CUST-11675,8,U1014,1,2022-01-24,1,1,1,405.0,405.0,199.0,0.9,2026-05-24 06:07:05.471695
51676,CUST-11676,7,U1008,3,2023-08-02,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51677,CUST-11677,7,U1011,1,2022-12-31,1,1,1,67.0,67.0,103.0,0.925556,2026-05-24 06:07:05.471695
51678,CUST-11678,8,U1011,1,2023-03-14,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51679,CUST-11679,5,U1008,3,2024-01-18,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51680,CUST-11680,4,U1014,3,2023-05-08,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51681,CUST-11681,2,U1017,2,2023-07-08,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51682,CUST-11682,3,U1014,1,2022-07-15,1,1,1,223.0,223.0,17.0,0.9,2026-05-24 06:07:05.471695
51683,CUST-11683,4,U1017,1,2022-06-18,1,1,1,73.0,73.0,66.0,0.918889,2026-05-24 06:07:05.471695
51684,CUST-11684,7,U1014,1,2023-11-16,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51685,CUST-11685,2,U1011,1,2023-01-16,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51686,CUST-11686,3,U1008,2,2024-03-04,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51687,CUST-11687,1,U1008,2,2022-01-26,1,1,1,593.0,593.0,330.0,0.9,2026-05-24 06:07:05.471695
51688,CUST-11688,6,U1011,1,2023-02-28,1,1,1,212.0,212.0,0.0,0.9,2026-05-24 06:07:05.471695
51689,CUST-11689,1,U1003,2,2022-09-28,1,1,1,98.0,98.0,191.0,0.9,2026-05-24 06:07:05.471695
51690,CUST-11690,2,U1008,2,2023-02-03,1,1,1,6.0,6.0,0.0,0.993333,2026-05-24 06:07:05.471695
51691,CUST-11691,2,U1008,1,2022-12-07,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51692,CUST-11692,6,U1011,2,2022-10-24,1,1,1,0.0,0.0,110.0,1.0,2026-05-24 06:07:05.471695
51693,CUST-11693,1,U1016,3,2023-08-22,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51694,CUST-11694,7,U1011,3,2024-02-12,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51695,CUST-11695,2,U1017,2,2023-03-11,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51696,CUST-11696,8,U1017,2,2023-01-18,1,1,1,2.0,2.0,130.0,0.997778,2026-05-24 06:07:05.471695
51697,CUST-11697,1,U1014,1,2022-04-24,1,1,1,519.0,519.0,0.0,0.9,2026-05-24 06:07:05.471695
51698,CUST-11698,5,U1016,2,2023-02-20,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51699,CUST-11699,3,U1016,2,2023-02-24,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51700,CUST-11700,6,U1003,3,2022-08-09,1,1,1,241.0,241.0,323.0,0.9,2026-05-24 06:07:05.471695
51701,CUST-11701,3,U1017,2,2024-03-24,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51702,CUST-11702,8,U1008,3,2024-03-15,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51703,CUST-11703,7,U1014,2,2022-02-23,1,1,1,76.0,76.0,71.0,0.915556,2026-05-24 06:07:05.471695
51704,CUST-11704,8,U1008,2,2022-10-03,1,1,1,412.0,412.0,0.0,0.9,2026-05-24 06:07:05.471695
51705,CUST-11705,3,U1008,1,2022-01-16,1,1,1,699.0,699.0,315.0,0.9,2026-05-24 06:07:05.471695
51706,CUST-11706,6,U1014,1,2022-06-10,1,1,1,516.0,516.0,59.0,0.9,2026-05-24 06:07:05.471695
51707,CUST-11707,6,U1011,2,2023-08-06,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51708,CUST-11708,6,U1008,1,2023-03-03,1,1,1,233.0,233.0,0.0,0.9,2026-05-24 06:07:05.471695
51709,CUST-11709,7,U1011,1,2022-07-16,1,1,1,15.0,15.0,208.0,0.983333,2026-05-24 06:07:05.471695
51710,CUST-11710,4,U1003,3,2023-05-05,1,1,1,172.0,172.0,0.0,0.9,2026-05-24 06:07:05.471695
51711,CUST-11711,7,U1017,1,2022-03-28,1,1,1,587.0,587.0,198.0,0.9,2026-05-24 06:07:05.471695
51712,CUST-11712,8,U1011,3,2023-08-11,1,1,1,66.0,66.0,0.0,0.926667,2026-05-24 06:07:05.471695
51713,CUST-11713,8,U1003,3,2022-11-03,1,1,1,0.0,0.0,26.0,1.0,2026-05-24 06:07:05.471695
51714,CUST-11714,6,U1017,3,2023-11-20,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51715,CUST-11715,7,U1008,3,2022-08-19,1,1,1,218.0,218.0,0.0,0.9,2026-05-24 06:07:05.471695
51716,CUST-11716,3,U1008,2,2023-09-24,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51717,CUST-11717,2,U1016,1,2022-12-28,1,1,1,274.0,274.0,182.0,0.9,2026-05-24 06:07:05.471695
51718,CUST-11718,3,U1011,1,2022-04-07,1,1,1,119.0,119.0,127.0,0.9,2026-05-24 06:07:05.471695
51719,CUST-11719,5,U1003,1,2023-08-28,1,1,1,53.0,53.0,0.0,0.941111,2026-05-24 06:07:05.471695
51720,CUST-11720,6,U1003,3,2024-02-05,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51721,CUST-11721,5,U1011,3,2024-03-09,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51722,CUST-11722,5,U1003,2,2022-06-22,1,1,1,464.0,464.0,0.0,0.9,2026-05-24 06:07:05.471695
51723,CUST-11723,3,U1003,2,2023-04-06,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51724,CUST-11724,6,U1008,3,2022-07-15,1,1,1,444.0,444.0,22.0,0.9,2026-05-24 06:07:05.471695
51725,CUST-11725,7,U1017,1,2023-01-14,1,1,1,324.0,324.0,0.0,0.9,2026-05-24 06:07:05.471695
51726,CUST-11726,3,U1008,3,2022-10-05,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51727,CUST-11727,8,U1017,2,2023-10-03,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51728,CUST-11728,7,U1016,2,2022-10-06,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51729,CUST-11729,2,U1008,1,2023-06-05,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51730,CUST-11730,1,U1017,2,2023-10-08,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51731,CUST-11731,5,U1017,2,2023-01-06,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51732,CUST-11732,4,U1016,2,2022-01-10,1,1,1,275.0,275.0,164.0,0.9,2026-05-24 06:07:05.471695
51733,CUST-11733,1,U1016,2,2022-08-06,1,1,1,303.0,303.0,59.0,0.9,2026-05-24 06:07:05.471695
51734,CUST-11734,5,U1016,3,2023-06-25,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51735,CUST-11735,4,U1017,2,2023-04-26,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51736,CUST-11736,6,U1017,1,2023-12-12,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51737,CUST-11737,2,U1016,1,2023-12-14,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51738,CUST-11738,3,U1014,2,2023-03-24,1,1,1,252.0,252.0,0.0,0.9,2026-05-24 06:07:05.471695
51739,CUST-11739,3,U1017,1,2022-10-30,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51740,CUST-11740,4,U1017,2,2022-10-06,1,1,1,160.0,160.0,58.0,0.9,2026-05-24 06:07:05.471695
51741,CUST-11741,8,U1003,2,2023-05-21,1,1,1,93.0,93.0,12.0,0.9,2026-05-24 06:07:05.471695
51742,CUST-11742,2,U1008,3,2024-02-08,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51743,CUST-11743,8,U1008,3,2023-09-05,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51744,CUST-11744,6,U1008,2,2023-11-04,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51745,CUST-11745,8,U1014,3,2023-12-18,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51746,CUST-11746,1,U1008,1,2023-12-03,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51747,CUST-11747,2,U1011,1,2023-11-01,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51748,CUST-11748,4,U1008,3,2023-04-09,1,1,1,182.0,182.0,0.0,0.9,2026-05-24 06:07:05.471695
51749,CUST-11749,2,U1008,1,2023-05-26,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51750,CUST-11750,1,U1003,3,2023-10-20,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51751,CUST-11751,6,U1011,1,2023-09-19,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51752,CUST-11752,7,U1008,1,2023-06-21,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51753,CUST-11753,8,U1003,2,2022-04-16,1,1,1,131.0,131.0,102.0,0.9,2026-05-24 06:07:05.471695
51754,CUST-11754,5,U1017,2,2022-08-22,1,1,1,480.0,480.0,46.0,0.9,2026-05-24 06:07:05.471695
51755,CUST-11755,1,U1011,1,2023-12-05,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51756,CUST-11756,3,U1003,2,2023-07-15,1,1,1,125.0,125.0,0.0,0.9,2026-05-24 06:07:05.471695
51757,CUST-11757,2,U1017,2,2022-12-11,1,1,1,199.0,199.0,0.0,0.9,2026-05-24 06:07:05.471695
51758,CUST-11758,6,U1008,2,2022-12-10,1,1,1,118.0,118.0,0.0,0.9,2026-05-24 06:07:05.471695
51759,CUST-11759,8,U1008,3,2023-03-29,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51760,CUST-11760,3,U1008,2,2023-07-13,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51761,CUST-11761,6,U1008,2,2022-07-16,1,1,1,166.0,166.0,255.0,0.9,2026-05-24 06:07:05.471695
51762,CUST-11762,8,U1016,2,2022-04-17,1,1,1,0.0,0.0,72.0,1.0,2026-05-24 06:07:05.471695
51763,CUST-11763,4,U1016,2,2023-03-20,1,1,1,0.0,0.0,46.0,1.0,2026-05-24 06:07:05.471695
51764,CUST-11764,3,U1016,1,2024-03-03,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51765,CUST-11765,3,U1014,1,2022-06-04,1,1,1,405.0,405.0,87.0,0.9,2026-05-24 06:07:05.471695
51766,CUST-11766,8,U1016,1,2023-06-05,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51767,CUST-11767,7,U1011,1,2022-05-27,1,1,1,82.0,82.0,69.0,0.908889,2026-05-24 06:07:05.471695
51768,CUST-11768,1,U1014,2,2023-04-29,1,1,1,179.0,179.0,0.0,0.9,2026-05-24 06:07:05.471695
51769,CUST-11769,1,U1011,2,2023-11-19,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51770,CUST-11770,7,U1017,1,2023-10-18,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51771,CUST-11771,6,U1017,3,2022-07-03,1,1,1,356.0,356.0,242.0,0.9,2026-05-24 06:07:05.471695
51772,CUST-11772,4,U1008,1,2023-02-10,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51773,CUST-11773,1,U1011,2,2024-03-08,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51774,CUST-11774,4,U1008,3,2022-11-12,1,1,1,21.0,21.0,0.0,0.976667,2026-05-24 06:07:05.471695
51775,CUST-11775,5,U1016,2,2023-01-12,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51776,CUST-11776,5,U1011,1,2023-11-08,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51777,CUST-11777,1,U1017,3,2023-10-09,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51778,CUST-11778,8,U1003,2,2022-06-30,1,1,1,288.0,288.0,36.0,0.9,2026-05-24 06:07:05.471695
51779,CUST-11779,1,U1014,1,2023-09-19,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51780,CUST-11780,1,U1008,2,2023-11-07,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51781,CUST-11781,1,U1016,2,2022-03-08,1,1,1,524.0,524.0,470.0,0.9,2026-05-24 06:07:05.471695
51782,CUST-11782,5,U1016,3,2022-02-24,1,1,1,562.0,562.0,183.0,0.9,2026-05-24 06:07:05.471695
51783,CUST-11783,1,U1008,3,2022-01-08,1,1,1,555.0,555.0,151.0,0.9,2026-05-24 06:07:05.471695
51784,CUST-11784,8,U1017,1,2023-10-25,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51785,CUST-11785,8,U1008,3,2022-08-29,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51786,CUST-11786,6,U1017,2,2022-07-08,1,1,1,0.0,0.0,169.0,1.0,2026-05-24 06:07:05.471695
51787,CUST-11787,2,U1017,2,2022-01-08,1,1,1,17.0,17.0,267.0,0.981111,2026-05-24 06:07:05.471695
51788,CUST-11788,6,U1017,1,2023-09-14,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51789,CUST-11789,2,U1016,2,2023-04-07,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51790,CUST-11790,1,U1008,1,2022-10-01,1,1,1,131.0,131.0,243.0,0.9,2026-05-24 06:07:05.471695
51791,CUST-11791,8,U1008,2,2024-03-13,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51792,CUST-11792,1,U1014,3,2022-08-29,1,1,1,0.0,0.0,67.0,1.0,2026-05-24 06:07:05.471695
51793,CUST-11793,3,U1008,1,2023-10-14,1,1,1,34.0,34.0,0.0,0.962222,2026-05-24 06:07:05.471695
51794,CUST-11794,6,U1016,1,2022-11-20,1,1,1,167.0,167.0,182.0,0.9,2026-05-24 06:07:05.471695
51795,CUST-11795,4,U1011,3,2023-03-08,1,1,1,0.0,0.0,107.0,1.0,2026-05-24 06:07:05.471695
51796,CUST-11796,6,U1017,2,2024-02-24,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51797,CUST-11797,2,U1011,2,2023-08-01,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51798,CUST-11798,1,U1016,1,2024-02-28,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51799,CUST-11799,5,U1011,3,2024-01-24,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51800,CUST-11800,1,U1008,3,2022-11-16,1,1,1,0.0,0.0,103.0,1.0,2026-05-24 06:07:05.471695
51801,CUST-11801,2,U1017,1,2022-04-30,1,1,1,488.0,488.0,159.0,0.9,2026-05-24 06:07:05.471695
51802,CUST-11802,1,U1011,3,2022-06-25,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51803,CUST-11803,5,U1017,1,2023-10-02,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51804,CUST-11804,4,U1016,3,2022-08-26,1,1,1,114.0,114.0,164.0,0.9,2026-05-24 06:07:05.471695
51805,CUST-11805,7,U1011,2,2023-05-16,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51806,CUST-11806,4,U1003,2,2023-05-11,1,1,1,201.0,201.0,0.0,0.9,2026-05-24 06:07:05.471695
51807,CUST-11807,8,U1011,3,2022-01-30,1,1,1,140.0,140.0,423.0,0.9,2026-05-24 06:07:05.471695
51808,CUST-11808,7,U1016,1,2023-07-14,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51809,CUST-11809,8,U1008,1,2023-11-20,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51810,CUST-11810,8,U1014,1,2023-05-22,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51811,CUST-11811,1,U1016,3,2023-05-02,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51812,CUST-11812,6,U1003,3,2023-06-28,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51813,CUST-11813,1,U1008,2,2024-01-31,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51814,CUST-11814,3,U1011,1,2022-07-02,1,1,1,0.0,0.0,154.0,1.0,2026-05-24 06:07:05.471695
51815,CUST-11815,2,U1014,3,2022-09-27,1,1,1,0.0,0.0,231.0,1.0,2026-05-24 06:07:05.471695
51816,CUST-11816,4,U1014,1,2023-03-02,1,1,1,291.0,291.0,77.0,0.9,2026-05-24 06:07:05.471695
51817,CUST-11817,1,U1008,1,2023-12-11,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51818,CUST-11818,7,U1016,1,2024-01-27,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51819,CUST-11819,3,U1017,3,2023-06-25,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51820,CUST-11820,5,U1003,1,2022-06-30,1,1,1,188.0,188.0,180.0,0.9,2026-05-24 06:07:05.471695
51821,CUST-11821,6,U1008,1,2022-10-28,1,1,1,415.0,415.0,45.0,0.9,2026-05-24 06:07:05.471695
51822,CUST-11822,1,U1014,1,2022-02-27,1,1,1,80.0,80.0,99.0,0.911111,2026-05-24 06:07:05.471695
51823,CUST-11823,8,U1016,2,2023-12-04,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51824,CUST-11824,6,U1008,2,2022-03-29,1,1,1,0.0,0.0,340.0,1.0,2026-05-24 06:07:05.471695
51825,CUST-11825,1,U1014,1,2023-03-30,1,1,1,110.0,110.0,21.0,0.9,2026-05-24 06:07:05.471695
51826,CUST-11826,4,U1017,2,2022-01-26,1,1,1,67.0,67.0,314.0,0.925556,2026-05-24 06:07:05.471695
51827,CUST-11827,4,U1008,3,2023-02-16,1,1,1,100.0,100.0,0.0,0.9,2026-05-24 06:07:05.471695
51828,CUST-11828,6,U1014,2,2022-02-26,1,1,1,431.0,431.0,0.0,0.9,2026-05-24 06:07:05.471695
51829,CUST-11829,3,U1014,1,2022-10-27,1,1,1,51.0,51.0,0.0,0.943333,2026-05-24 06:07:05.471695
51830,CUST-11830,3,U1008,1,2023-08-19,1,1,1,88.0,88.0,0.0,0.902222,2026-05-24 06:07:05.471695
51831,CUST-11831,8,U1014,1,2022-05-13,1,1,1,0.0,0.0,361.0,1.0,2026-05-24 06:07:05.471695
51832,CUST-11832,2,U1016,1,2022-09-25,1,1,1,0.0,0.0,148.0,1.0,2026-05-24 06:07:05.471695
51833,CUST-11833,4,U1016,2,2022-10-02,1,1,1,283.0,283.0,0.0,0.9,2026-05-24 06:07:05.471695
51834,CUST-11834,3,U1016,2,2023-06-11,1,1,1,191.0,191.0,0.0,0.9,2026-05-24 06:07:05.471695
51835,CUST-11835,4,U1014,3,2023-03-03,1,1,1,2.0,2.0,0.0,0.997778,2026-05-24 06:07:05.471695
51836,CUST-11836,6,U1014,2,2024-03-22,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51837,CUST-11837,2,U1017,2,2022-01-18,1,1,1,523.0,523.0,176.0,0.9,2026-05-24 06:07:05.471695
51838,CUST-11838,2,U1016,2,2022-02-18,1,1,1,612.0,612.0,313.0,0.9,2026-05-24 06:07:05.471695
51839,CUST-11839,4,U1008,1,2023-06-10,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51840,CUST-11840,3,U1003,3,2023-07-10,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51841,CUST-11841,2,U1016,2,2023-08-26,1,1,1,69.0,69.0,0.0,0.923333,2026-05-24 06:07:05.471695
51842,CUST-11842,6,U1011,3,2023-09-28,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51843,CUST-11843,8,U1011,1,2022-07-08,1,1,1,8.0,8.0,0.0,0.991111,2026-05-24 06:07:05.471695
51844,CUST-11844,3,U1017,1,2022-07-22,1,1,1,299.0,299.0,0.0,0.9,2026-05-24 06:07:05.471695
51845,CUST-11845,8,U1016,1,2022-11-08,1,1,1,323.0,323.0,0.0,0.9,2026-05-24 06:07:05.471695
51846,CUST-11846,1,U1003,1,2023-05-18,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51847,CUST-11847,7,U1017,2,2022-01-07,1,1,1,399.0,399.0,390.0,0.9,2026-05-24 06:07:05.471695
51848,CUST-11848,4,U1014,2,2022-07-09,1,1,1,114.0,114.0,25.0,0.9,2026-05-24 06:07:05.471695
51849,CUST-11849,3,U1017,2,2023-02-16,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51850,CUST-11850,5,U1017,3,2024-03-12,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51851,CUST-11851,3,U1016,2,2023-04-19,1,1,1,27.0,27.0,0.0,0.97,2026-05-24 06:07:05.471695
51852,CUST-11852,1,U1011,2,2022-08-09,1,1,1,12.0,12.0,112.0,0.986667,2026-05-24 06:07:05.471695
51853,CUST-11853,7,U1003,2,2022-08-24,1,1,1,277.0,277.0,6.0,0.9,2026-05-24 06:07:05.471695
51854,CUST-11854,8,U1003,2,2022-05-07,1,1,1,69.0,69.0,19.0,0.923333,2026-05-24 06:07:05.471695
51855,CUST-11855,7,U1017,1,2023-08-23,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51856,CUST-11856,8,U1014,1,2023-01-30,1,1,1,241.0,241.0,0.0,0.9,2026-05-24 06:07:05.471695
51857,CUST-11857,4,U1014,1,2022-03-10,1,1,1,607.0,607.0,163.0,0.9,2026-05-24 06:07:05.471695
51858,CUST-11858,2,U1003,1,2023-05-25,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51859,CUST-11859,7,U1011,3,2023-02-25,1,1,1,167.0,167.0,0.0,0.9,2026-05-24 06:07:05.471695
51860,CUST-11860,7,U1017,1,2023-10-13,1,1,1,34.0,34.0,0.0,0.962222,2026-05-24 06:07:05.471695
51861,CUST-11861,8,U1016,3,2024-01-06,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51862,CUST-11862,8,U1011,3,2022-12-16,1,1,1,0.0,0.0,73.0,1.0,2026-05-24 06:07:05.471695
51863,CUST-11863,8,U1017,2,2022-03-12,1,1,1,502.0,502.0,309.0,0.9,2026-05-24 06:07:05.471695
51864,CUST-11864,6,U1017,2,2022-02-05,1,1,1,300.0,300.0,395.0,0.9,2026-05-24 06:07:05.471695
51865,CUST-11865,2,U1017,1,2024-02-20,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51866,CUST-11866,1,U1008,1,2023-11-28,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51867,CUST-11867,5,U1008,2,2023-10-05,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51868,CUST-11868,7,U1016,1,2023-11-25,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51869,CUST-11869,7,U1016,1,2023-05-13,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51870,CUST-11870,4,U1008,1,2023-09-20,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
51871,CUST-11871,4,U1003,3,2024-02-20,1,1,1,0.0,0.0,0.0,1.0,2026-05-24 06:07:05.471695
